transcription,GENE,LOF,DMIS,MIS,SYN
NM_181843,NUDT8,4.5399292788383143e-07,7.254939054829724e-07,5.374028929503498e-06,3.0910070812616213e-06
NM_024047,NUDT9,1.768644395668685e-06,1.3528005417042456e-06,1.0020744753364782e-05,4.318172626237273e-06
NM_145697,NUF2,2.167396543676297e-06,1.5596737702862052e-06,1.1553139039157076e-05,4.5321053854810424e-06
NM_012345,NUFIP1,2.161739349091556e-06,1.9365725359672204e-06,1.4344981747905336e-05,6.980716486330282e-06
NM_020772,NUFIP2,2.419298340461341e-06,2.2695187155438954e-06,1.6811249744769596e-05,7.025868224350991e-06
NM_006185,NUMA1,9.254985160710777e-06,9.4152914579034e-06,6.974289968817334e-05,2.529297996446142e-05
NM_001005743,NUMB,2.432905473728839e-06,2.609358605369647e-06,1.9328582261997385e-05,6.958249547006056e-06
NM_004756,NUMBL,2.400871195476478e-06,2.391849053923217e-06,1.7717400399431235e-05,8.178996079175054e-06
NM_020401,NUP107,4.97570670225464e-06,3.272154252148756e-06,2.423817964554634e-05,8.749837752274364e-06
NM_018230,NUP133,5.493550711134389e-06,4.160387362425545e-06,3.0817684166115146e-05,1.2835121968394963e-05
NM_005124,NUP153,5.709252628683167e-06,4.785571050396299e-06,3.544867444737999e-05,1.473329891232006e-05
NM_153485,NUP155,6.428719451570297e-06,4.7177374553129556e-06,3.4946203372688557e-05,1.3636408414470667e-05
NM_015231,NUP160,7.19426921556801e-06,5.51993251861392e-06,4.0888389026769775e-05,1.5588344677043906e-05
NM_015354,NUP188,7.922967501701225e-06,6.852258976890168e-06,5.075747390289013e-05,2.018831163221655e-05
NM_015135,NUP205,9.386408086918188e-06,7.317012020421923e-06,5.4200089040162385e-05,2.017901671153197e-05
NM_024923,NUP210,7.6290919198740655e-06,8.962594926597428e-06,6.638959204886984e-05,3.440329187682278e-05
NM_207308,NUP210L,8.405407037662976e-06,6.560452093674678e-06,4.859594143462724e-05,1.844165953791009e-05
NM_005085,NUP214,8.201849328937883e-06,7.388117069413849e-06,5.472679310676925e-05,2.565074598777469e-05
NM_138285,NUP35,1.5147286433083148e-06,1.1084950765148681e-06,8.211074640850875e-06,3.2240368719181867e-06
NM_024057,NUP37,1.5992743291911241e-06,1.0945453706992002e-06,8.107743486660741e-06,3.2779324530022818e-06
NM_198887,NUP43,1.9001440977062332e-06,1.2975788810465074e-06,9.611695415159314e-06,4.1181295051385265e-06
NM_007172,NUP50,1.6269635897218688e-06,1.7184376073613062e-06,1.2729167461935601e-05,5.8816611414303846e-06
NM_017426,NUP54,2.604943665408887e-06,1.6727605148179287e-06,1.2390818628280952e-05,5.392622258915704e-06
NM_016553,NUP62,1.4236405900299192e-06,2.4150924958754547e-06,1.7889574043521886e-05,9.705099672454898e-06
NM_017681,NUP62CL,7.89886267125555e-07,6.016359353366295e-07,4.456562483975033e-06,1.770108958317422e-06
NM_024844,NUP85,3.498942283495515e-06,2.7690689414145152e-06,2.0511621788255667e-05,8.594092029532823e-06
NM_002532,NUP88,3.4199447168463715e-06,2.991119530022364e-06,2.215644096312862e-05,1.0590098510716805e-05
NM_001242795,NUP93,3.5803818656877105e-06,3.0523460476731386e-06,2.260997072350473e-05,1.0025360539605234e-05
NM_016320,NUP98,7.647927497396262e-06,6.4525855092247396e-06,4.779692969796103e-05,1.7770514423145575e-05
NM_014089,NUPL1,2.4465276529971066e-06,1.9734847215463724e-06,1.4618405344787942e-05,6.896043621637028e-06
NM_007342,NUPL2,1.4936010143930865e-06,1.3738324445377203e-06,1.0176536626205334e-05,3.922834625395209e-06
NM_001042483,NUPR1,3.847588761416074e-07,4.950325640749917e-07,3.666907882036976e-06,1.4794490046741777e-06
NM_138459,NUS1,9.54345189977156e-07,8.52970023034062e-07,6.318296466918977e-06,2.884031503126606e-06
NM_016359,NUSAP1,1.5820108588967996e-06,1.5471547980344125e-06,1.1460405911366018e-05,4.216965034285822e-06
NM_005796,NUTF2,6.841016178161363e-07,4.903811508141502e-07,3.6324529689937048e-06,2.1542693374042383e-06
NM_002533,NVL,4.59732558466258e-06,3.1458192705753258e-06,2.3302364967224633e-05,8.487895030072438e-06
NM_001007525,NWD1,5.239198836142772e-06,5.977695223512558e-06,4.42792238778708e-05,2.1047474886559753e-05
NM_001081491,NXF1,2.0672677257396184e-06,1.5485804366942998e-06,1.1470966197735553e-05,4.187935651179182e-06
NM_022053,NXF2,3.332330026735684e-06,2.523676992935604e-06,1.869390365137484e-05,8.327219259852402e-06
NM_001099686,NXF2B,3.332330026735684e-06,2.523676992935604e-06,1.869390365137484e-05,8.327219259852402e-06
NM_022052,NXF3,2.5694045990987896e-06,1.9281187080258967e-06,1.4282360800191825e-05,6.064569815101367e-06
NM_032946,NXF5,1.9924222219301898e-06,1.3697262173739378e-06,1.0146120128695835e-05,4.239357093413646e-06
NM_022463,NXN,1.9253173347872138e-06,2.2430232149849876e-06,1.6614986777666574e-05,8.806432284180638e-06
NM_138454,NXNL1,5.981939717784339e-07,9.498035063045476e-07,7.035581528181834e-06,3.441913882684294e-06
NM_145283,NXNL2,3.7808044111275715e-07,8.242021982260385e-07,6.105201468341025e-06,3.6753609777147935e-06
NM_152745,NXPH1,9.505029348809436e-07,9.73719278235577e-07,7.212735394337606e-06,3.1739494085622256e-06
NM_007226,NXPH2,8.611362761811107e-07,9.6434796531067e-07,7.143318261560517e-06,3.229981240595625e-06
NM_007225,NXPH3,8.310207343808311e-07,1.1861340370167637e-06,8.786178051976028e-06,3.5719058251119705e-06
NM_007224,NXPH4,9.868172184044773e-07,1.577007535312788e-06,1.1681537298613244e-05,6.982324040771719e-06
NM_013248,NXT1,4.5660409343957074e-07,6.179221575518663e-07,4.577201167050861e-06,1.6277960863937967e-06
NM_018698,NXT2,7.87881779675528e-07,7.12088166143274e-07,5.2747271566168445e-06,1.9751496220607604e-06
NM_173564,NYAP1,3.0234129207168126e-06,3.5919788307283917e-06,2.6607250597988085e-05,1.2516992730317256e-05
NM_020864,NYAP2,2.3796381505342217e-06,3.195462817827326e-06,2.367009494686908e-05,1.30016957803329e-05
NM_025081,NYNRIN,6.5357989510968585e-06,7.4307691347198e-06,5.5042734331257774e-05,2.5316286391269508e-05
NM_022567,NYX,1.231324359931132e-06,1.721606003720636e-06,1.2752637064597303e-05,6.777975582993672e-06
NM_181745,O3FAR1,1.5163377422141745e-06,2.1949961786273978e-06,1.6259230952795538e-05,8.14329185209245e-06
NM_178507,OAF,9.27996538401739e-07,1.2366128882399792e-06,9.160095468444289e-06,4.1889000700278245e-06
NM_016816,OAS1,1.7580243321588052e-06,1.5949011400931983e-06,1.1814082519208876e-05,5.275941847269948e-06
NM_002535,OAS2,2.8670779945866585e-06,2.611763020564591e-06,1.9346392744922895e-05,9.028175649662559e-06
NM_006187,OAS3,3.724197441511273e-06,4.701471074621834e-06,3.482571166386543e-05,1.5481035267089335e-05
NM_003733,OASL,1.95052534986555e-06,2.0134171729274398e-06,1.4914201280943998e-05,6.93106545149936e-06
NM_000274,OAT,2.038691342658359e-06,1.6111418119345758e-06,1.1934383792107967e-05,5.386417345623528e-06
NM_024928,OBFC1,1.7444109035733698e-06,1.304168686636249e-06,9.660508789898141e-06,3.863669770540689e-06
NM_001031716,OBFC2A,8.966853914097086e-07,8.259119853585294e-07,6.117866558211328e-06,2.472293346062336e-06
NM_024068,OBFC2B,1.0134505750384973e-06,8.837588349908209e-07,6.546361740672747e-06,2.939002801171148e-06
NM_014582,OBP2A,7.19811268984624e-07,8.57104486655896e-07,6.348922123377007e-06,3.241902878227871e-06
NM_014581,OBP2B,7.107374713211694e-07,7.649512673529654e-07,5.66630568409604e-06,2.935621096191421e-06
NM_001098623,OBSCN,2.4166603275005362e-05,3.490870743568425e-05,0.0002585830180421055,0.00012568978981955458
NM_015311,OBSL1,6.018193399796983e-06,8.925524953304101e-06,6.611499965410445e-05,3.105274521697758e-05
NM_001080399,OC90,1.4225191252091752e-06,1.4748021718561705e-06,1.0924460532267929e-05,4.916997641778744e-06
NM_000275,OCA2,3.557458006545855e-06,3.9123145834151705e-06,2.898010802529756e-05,1.4441090844161222e-05
NM_024578,OCEL1,1.1571953598729747e-06,1.4194946776610457e-06,1.051477539008182e-05,5.053589947531675e-06
NM_001079839,OCIAD1,1.7086959143762572e-06,7.786347255795388e-07,5.767664633922509e-06,2.010018247113695e-06
NM_001014446,OCIAD2,8.968878516936778e-07,5.130193764711405e-07,3.800143529415855e-06,1.350516827855038e-06
NM_022375,OCLM,1.532396226893291e-07,1.272136661014141e-07,9.423234526030675e-07,3.4040818970100093e-07
NM_002538,OCLN,2.2203292436500834e-06,1.8044039473376985e-06,1.3365955165464433e-05,5.497940050635919e-06
NM_001097622,OCM,5.301952881784367e-07,4.568080709633826e-07,3.383763488617649e-06,1.7575188836859644e-06
NM_006188,OCM2,4.4311877140588215e-07,4.50644181974086e-07,3.338105051659896e-06,1.7514590994133837e-06
NM_000276,OCRL,4.575469528686721e-06,3.352229692149017e-06,2.483133105295568e-05,8.560517117200949e-06
NM_017855,ODAM,1.5135514538633682e-06,8.230643070172786e-07,6.096772644572434e-06,2.4462452760512767e-06
NM_002539,ODC1,1.6938083357974837e-06,1.934789707894793e-06,1.4331775614035502e-05,6.582638416409011e-06
NM_024410,ODF1,1.2049986449003334e-06,1.0236082287217005e-06,7.5822831757163e-06,3.6492196100947113e-06
NM_002540,ODF2,3.935846838810375e-06,3.6807283690141586e-06,2.7264654585290064e-05,1.0757218745733982e-05
NM_001007022,ODF2L,2.6660267848464414e-06,1.8019127923842826e-06,1.33475021658095e-05,5.3481059207482824e-06
NM_053280,ODF3,9.039482319867829e-07,1.0985852620513624e-06,8.137668607787869e-06,3.357376142429545e-06
NM_001014440,ODF3B,9.636746900658861e-07,1.0467278235354568e-06,7.753539433595976e-06,4.334110703101766e-06
NM_175881,ODF3L1,1.3318806137716794e-06,1.3204859008360317e-06,9.781377043229864e-06,3.904810837492533e-06
NM_182577,ODF3L2,8.650308862532573e-07,1.0217244082783144e-06,7.568328950209736e-06,3.041585295947745e-06
NM_153007,ODF4,8.956977901921755e-07,9.33971810740564e-07,6.9183097091893625e-06,3.0647849053700294e-06
NM_001163278,ODZ1,1.14977229355378e-05,1.0236082287217006e-05,7.5822831757163e-05,3.061258471719767e-05
NM_001122679,ODZ2,8.653757858495476e-06,1.133531957132831e-05,8.396533015798748e-05,3.793149849736817e-05
NM_001080477,ODZ3,9.528416982253694e-06,1.154871778060965e-05,8.554605763414555e-05,3.952755940197274e-05
NM_001098816,ODZ4,8.209585420084773e-06,9.298946915811188e-06,6.888108826526805e-05,2.982634245778768e-05
NM_003611,OFD1,4.750741933662944e-06,3.5264178284389275e-06,2.6121613543992053e-05,1.045923690463168e-05
NM_002541,OGDH,4.385126418757005e-06,4.953746385905174e-06,3.6694417673371656e-05,1.671090614310707e-05
NM_018245,OGDHL,3.942514413647785e-06,5.011108065595899e-06,3.7119319004414066e-05,1.636439673883429e-05
NM_018233,OGFOD1,2.3410330554370388e-06,1.934789707894793e-06,1.4331775614035502e-05,5.849247525411862e-06
NM_024623,OGFOD2,1.2420200861406178e-06,1.6513296107174092e-06,1.2232071190499326e-05,5.999291991559957e-06
NM_007346,OGFR,2.6498326196814447e-06,2.716025033451736e-06,2.0118703951494342e-05,9.977000638225525e-06
NM_024576,OGFRL1,1.7960472671188263e-06,1.4622908702191874e-06,1.0831784223845832e-05,4.6270053323618146e-06
NM_016828,OGG1,1.9450363131993364e-06,1.624926676218138e-06,1.2036493897912133e-05,4.803966829296813e-06
NM_033014,OGN,1.2941945822594045e-06,1.0525282677123499e-06,7.796505686758146e-06,3.007460970731941e-06
NM_181672,OGT,4.828512416860047e-06,4.037697402836158e-06,2.9908869650638204e-05,1.1326611380767869e-05
NM_007280,OIP5,8.34637554710032e-07,1.173366726106755e-06,8.691605378568555e-06,4.665519403909797e-06
NM_152635,OIT3,2.4405812769640694e-06,2.5405852274175493e-06,1.8819149832722585e-05,8.212965528345549e-06
NM_013341,OLA1,1.7545231661796617e-06,1.2515083988461126e-06,9.270432584045278e-06,3.5694392919884646e-06
NM_018324,OLAH,1.2833113286458155e-06,8.291512665985071e-07,6.141861234063015e-06,2.414348729714149e-06
NM_014279,OLFM1,1.8592474385523e-06,2.379763331863738e-06,1.7627876532323984e-05,8.717661466018501e-06
NM_058164,OLFM2,1.6014263255787862e-06,2.6039567612910936e-06,1.9288568602156247e-05,9.369145856727324e-06
NM_058170,OLFM3,2.007802955034987e-06,1.567233724670346e-06,1.1609138701261822e-05,4.595153251697754e-06
NM_006418,OLFM4,1.8883627658567202e-06,1.8695357249246765e-06,1.3848412777219825e-05,5.9360834819137075e-06
NM_198474,OLFML1,1.7096027857133434e-06,1.439573251504646e-06,1.066350556670108e-05,3.9382202413383675e-06
NM_182487,OLFML2A,2.4460411729078154e-06,3.3184384628706137e-06,2.4581025650893435e-05,1.226309238308737e-05
NM_015441,OLFML2B,3.2733293479274624e-06,3.5369894831932284e-06,2.6199922097727615e-05,1.2930043917962796e-05
NM_020190,OLFML3,1.7508684932616353e-06,1.7849817020568458e-06,1.3222086681902561e-05,4.577201167050861e-06
NM_138983,OLIG1,5.599944812322569e-07,4.387668100463475e-07,3.250124518861833e-06,1.5402811480716134e-06
NM_005806,OLIG2,7.48177886076531e-07,1.185042070142513e-06,8.77808940846306e-06,5.504273433125777e-06
NM_175747,OLIG3,7.485238899116005e-07,1.6226833070743469e-06,1.2019876348698866e-05,7.493763796367679e-06
NM_002543,OLR1,1.4040187938565455e-06,9.022642887176302e-07,6.683439175686149e-06,2.8714416797908055e-06
NM_145243,OMA1,2.324273606458161e-06,1.67700272574654e-06,1.2422242412937331e-05,4.851767712192573e-06
NM_005014,OMD,1.4322228415478984e-06,1.3086809135553461e-06,9.693932693002564e-06,3.6948771225393192e-06
NM_002544,OMG,1.3584161313312299e-06,1.3232252162694832e-06,9.801668268662837e-06,3.878823338023736e-06
NM_006189,OMP,5.249780788591855e-07,9.73270967171971e-07,7.209414571644229e-06,3.275668919368471e-06
NM_004498,ONECUT1,1.390302893424921e-06,2.6456583994542696e-06,1.959746962558718e-05,1.0375284158180127e-05
NM_004852,ONECUT2,1.5528257303485783e-06,2.7633364680651182e-06,2.0469159022704578e-05,1.1217601297471244e-05
NM_001080488,ONECUT3,1.1160176658519589e-06,4.5429061865691264e-07,3.365115693754908e-06,1.4696028989796518e-06
NM_001080507,OOEP,7.414933221474944e-07,7.889214576901419e-07,5.843862649556606e-06,2.3062161016970623e-06
NM_130837,OPA1,5.430839116068733e-06,3.5986015981779153e-06,2.665630813465122e-05,9.22359021688246e-06
NM_025136,OPA3,7.995256236019756e-07,1.2423208339876548e-06,9.202376548056701e-06,4.972788632333997e-06
NM_001040103,OPALIN,6.090403801513844e-07,5.578709776196722e-07,4.132377611997572e-06,1.626672032971902e-06
NM_001012393,OPCML,1.3893529965478672e-06,1.5036050251817987e-06,1.1137815001346657e-05,5.1677322029995914e-06
NM_002547,OPHN1,3.354307502132137e-06,2.9142967266173e-06,2.1587383160128146e-05,8.849118278921218e-06
NM_017570,OPLAH,3.864707779714431e-06,6.679343344702629e-06,4.947661736816762e-05,2.3773876373397796e-05
NM_020061,OPN1LW,1.5507987814091266e-06,1.6547552532672385e-06,1.2257446320498061e-05,6.384104687107583e-06
NM_000513,OPN1MW,1.543158401938648e-06,1.6547552532672385e-06,1.2257446320498061e-05,6.264695981078889e-06
NM_001048181,OPN1MW2,1.543158401938648e-06,1.6547552532672385e-06,1.2257446320498061e-05,6.264695981078889e-06
NM_001708,OPN1SW,1.2362130801334807e-06,1.5780972698631409e-06,1.1689609406393635e-05,5.0095648151339805e-06
NM_014322,OPN3,1.5228402513677496e-06,1.6282975465315415e-06,1.2061463307641047e-05,5.83176479731642e-06
NM_001030015,OPN4,1.8355003144830154e-06,2.321847910671626e-06,1.7198873412382414e-05,7.459333079257136e-06
NM_181744,OPN5,1.6248078928875289e-06,1.3462749608510923e-06,9.972407117415498e-06,4.616363515404674e-06
NM_000911,OPRD1,1.0719274932953265e-06,2.3352520849403893e-06,1.7298163592151032e-05,8.584203408875207e-06
NM_000912,OPRK1,1.396560888290677e-06,1.953141772384426e-06,1.4467716832477227e-05,6.888108826526805e-06
NM_182647,OPRL1,1.1898418743774157e-06,2.1574153702886726e-06,1.5980854594730908e-05,7.757110892755274e-06
NM_001145287,OPRM1,1.35003052947138e-06,1.1361450181629285e-06,8.415889023429099e-06,3.0831879502493535e-06
NM_014359,OPTC,1.076140980395687e-06,1.498420715546012e-06,1.1099412707748237e-05,4.9488011092028556e-06
NM_001008211,OPTN,2.422446097887614e-06,1.965322238858974e-06,1.4557942510066475e-05,6.357699545271866e-06
NM_001004460,OR10A2,8.270195593515564e-07,1.005851269758941e-06,7.450750146362526e-06,3.1477483141013175e-06
NM_001003745,OR10A3,1.240338683232822e-06,1.019374507348336e-06,7.550922276654341e-06,3.25461783498046e-06
NM_207186,OR10A4,9.47454305001054e-07,1.0450420565500645e-06,7.741052270741218e-06,3.248628125792019e-06
NM_178168,OR10A5,8.740723875291175e-07,1.0568996850775688e-06,7.828886556130138e-06,3.2801975507699036e-06
NM_001004461,OR10A6,1.3062217862376047e-06,1.0090989830371452e-06,7.4748072817566304e-06,3.0338911841942717e-06
NM_001005280,OR10A7,8.782421956460171e-07,1.0815180412836115e-06,8.011244750248973e-06,3.086739645683857e-06
NM_001004134,OR10AD1,1.0583108675715251e-06,1.1823165490135977e-06,8.757900363063686e-06,3.399382231232797e-06
NM_001005491,OR10AG1,8.519758419106349e-07,9.874924150698798e-07,7.314758630147257e-06,2.9127284648349814e-06
NM_013941,OR10C1,8.200420024792604e-07,1.456242724124217e-06,1.0786983141660867e-05,4.8674331996213715e-06
NM_001005466,OR10G2,8.305237994817199e-07,1.2371825006684755e-06,9.164314819766484e-06,4.012360995991891e-06
NM_001005465,OR10G3,8.414441411962364e-07,1.212086930728131e-06,8.978421709097265e-06,3.7256323846660386e-06
NM_001004462,OR10G4,8.194897323392799e-07,1.220769776220907e-06,9.042739083117828e-06,4.174457078262905e-06
NM_001004463,OR10G7,8.251637428539018e-07,1.2733088819237139e-06,9.43191764387936e-06,4.900044227932357e-06
NM_001004464,OR10G8,8.388150752485779e-07,1.202081098851552e-06,8.904304435937422e-06,4.358128185607307e-06
NM_001001953,OR10G9,8.383705298297114e-07,1.1916089829736988e-06,8.826733207212584e-06,4.355118736855688e-06
NM_013940,OR10H1,8.504729591855721e-07,1.5248733293218799e-06,1.1295357994976887e-05,5.6363765582595485e-06
NM_013939,OR10H2,8.535584983211429e-07,1.4349400874221816e-06,1.06291858327569e-05,5.159409511903314e-06
NM_013938,OR10H3,8.122170587865837e-07,1.1001040625887e-06,8.148918982138517e-06,2.8661571574642017e-06
NM_001004465,OR10H4,8.777582729485124e-07,1.1506249010362971e-06,8.523147415083681e-06,3.3128364811728146e-06
NM_001004466,OR10H5,8.242202135074854e-07,1.4653243565642142e-06,1.0854254493068253e-05,5.140436515824264e-06
NM_012351,OR10J1,9.278010067365575e-07,1.1031479658181151e-06,8.171466413467519e-06,3.075388598813185e-06
NM_001004467,OR10J3,8.824676884210932e-07,1.090520335474005e-06,8.077928410918555e-06,3.100987388532346e-06
NM_001004469,OR10J5,9.132569257603972e-07,1.0163277141904177e-06,7.528353438447538e-06,2.9484923138943666e-06
NM_001004473,OR10K1,9.259338930945708e-07,1.057143073243556e-06,7.830689431433748e-06,3.2591173631348424e-06
NM_001004476,OR10K2,8.158881550699066e-07,9.710325060641147e-07,7.192833378252702e-06,2.8562748772641048e-06
NM_206899,OR10P1,9.904447800366978e-07,1.4032458564508808e-06,1.0394413751488006e-05,4.171574461206271e-06
NM_001004471,OR10Q1,8.733744432823338e-07,1.5956357883572262e-06,1.1819524358201675e-05,5.3407223409376076e-06
NM_001004472,OR10R2,8.637520577751866e-07,1.0955539486368777e-06,8.115214434347241e-06,3.430836327749503e-06
NM_001004474,OR10S1,9.71143871298114e-07,1.3731999169723391e-06,1.0171851236832141e-05,4.008667176273026e-06
NM_001004475,OR10T2,8.903685200610931e-07,1.0247873798896912e-06,7.591017628812526e-06,2.795760727580833e-06
NM_001005324,OR10V1,9.039331533513893e-07,1.1628769667927782e-06,8.613903457724283e-06,3.203317600852815e-06
NM_207374,OR10W1,8.185821921752971e-07,1.0170300110405181e-06,7.53355563733717e-06,3.1109999204245546e-06
NM_001004477,OR10X1,8.381838440632811e-07,1.0383260943869232e-06,7.691304402866098e-06,2.9991625189876533e-06
NM_001004478,OR10Z1,8.404140310152773e-07,9.779885461012373e-07,7.244359600749906e-06,3.29154653947068e-06
NM_013937,OR11A1,8.300768758580724e-07,1.0671703944432558e-06,7.904965884764857e-06,3.3635663574836187e-06
NM_001005503,OR11G2,9.883636600612329e-07,1.1885946428223125e-06,8.804404761646759e-06,3.43004643943377e-06
NM_001005239,OR11H1,1.154864798034503e-06,1.058117186523082e-06,7.837905085356163e-06,2.8556172713812985e-06
NM_001013354,OR11H12,1.1501626792180507e-06,9.897688201867348e-07,7.331620890272109e-06,2.7258377389285337e-06
NM_001004479,OR11H4,1.059851021315632e-06,1.073084121164777e-06,7.948771267887236e-06,3.0725573652674454e-06
NM_001004480,OR11H6,1.0403697543092877e-06,1.0598240451212952e-06,7.850548482379965e-06,2.9552892906487525e-06
NM_001001959,OR11L1,1.0102495370293689e-06,1.2059624030399476e-06,8.933054837332945e-06,3.845032367094809e-06
NM_013936,OR12D2,7.924201009732387e-07,1.1698596679185644e-06,8.665627169767144e-06,3.5416040042646176e-06
NM_030959,OR12D3,8.741605658528541e-07,1.1382398034049421e-06,8.431405951147719e-06,3.270393417566393e-06
NM_001004297,OR13A1,9.562779379641388e-07,1.4710714552658304e-06,1.0896825594561706e-05,5.92788814195578e-06
NM_001004481,OR13C2,8.270769307897613e-07,1.0392828686047382e-06,7.698391619294356e-06,3.0924308704415665e-06
NM_001001961,OR13C3,9.19954617804952e-07,1.136668352772388e-06,8.419765576091762e-06,3.523708710424869e-06
NM_001001919,OR13C4,1.0439869910181648e-06,1.0630012335460397e-06,7.874083211452146e-06,3.046491705257322e-06
NM_001004482,OR13C5,8.295557129405463e-07,1.0314157727479746e-06,7.640116835170182e-06,2.953928642960278e-06
NM_001004483,OR13C8,9.36208828575743e-07,1.0983323325672852e-06,8.135795056053964e-06,3.526143643068592e-06
NM_001001956,OR13C9,8.262389189503159e-07,9.818242816353617e-07,7.272772456558234e-06,2.6878188786381356e-06
NM_001004484,OR13D1,9.544980163106673e-07,1.064715970645575e-06,7.886784967744998e-06,3.2621205039426643e-06
NM_001004485,OR13F1,9.472261921051817e-07,1.0912739004765926e-06,8.083510373900686e-06,3.4111435809487078e-06
NM_001005487,OR13G1,7.980181875907537e-07,1.1003574000756622e-06,8.150795556116015e-06,2.9100469778377115e-06
NM_001004486,OR13H1,1.0257534865704018e-06,1.064715970645575e-06,7.886784967744998e-06,2.9484923138943666e-06
NM_001004487,OR13J1,8.412665230142153e-07,1.3226159888285228e-06,9.797155472803871e-06,5.2119471110508e-06
NM_001001966,OR14A16,8.080478514477142e-07,1.0146909069245782e-06,7.51622894018206e-06,3.145574677431894e-06
NM_001001918,OR14C36,8.838698091507083e-07,1.1296236297799577e-06,8.367582442814502e-06,3.548133892335753e-06
NM_001004734,OR14I1,9.434118589270274e-07,1.1471858155475622e-06,8.49767270775972e-06,3.493011375635541e-06
NM_030946,OR14J1,8.457726723916516e-07,1.1929816635409664e-06,8.836901211414566e-06,3.2877591870669677e-06
NM_014565,OR1A1,9.83766870980753e-07,1.19353117842067e-06,8.840971692004962e-06,3.5768440057647505e-06
NM_012352,OR1A2,1.0153132541967427e-06,1.0701231727489174e-06,7.926838316658647e-06,3.145574677431894e-06
NM_001004450,OR1B1,1.1116098898322455e-06,1.2715509553058366e-06,9.418895965228418e-06,3.4166461281382244e-06
NM_012353,OR1C1,8.635835711556784e-07,1.1543400623943237e-06,8.550667128846841e-06,4.280554195862039e-06
NM_002548,OR1D2,9.532220513426334e-07,1.0583608550614172e-06,7.839710037491978e-06,3.1739494085622256e-06
NM_014566,OR1D5,9.416564728245799e-07,1.0877617130734595e-06,8.057494170914514e-06,3.5612298094276177e-06
NM_003553,OR1E1,1.008481128932978e-06,1.0590921974073937e-06,7.845127388202916e-06,3.4190070790206966e-06
NM_003554,OR1E2,1.0282730146569195e-06,1.0872608956187392e-06,8.053784411990661e-06,3.492207172634068e-06
NM_012360,OR1F1,8.300146962152848e-07,1.0612892580499738e-06,7.861401911481287e-06,3.679594830147847e-06
NM_003555,OR1G1,8.593970824376142e-07,1.0807712130627403e-06,8.005712689353632e-06,3.6149308991735717e-06
NM_001004713,OR1I1,9.763973598866016e-07,1.3961554259848095e-06,1.0341892044331922e-05,4.665519403909797e-06
NM_001004451,OR1J1,8.750931006158642e-07,1.1118181731573741e-06,8.235690171536104e-06,3.6140986263961316e-06
NM_054107,OR1J2,9.270574914436493e-07,1.0922794638908172e-06,8.09095899178383e-06,3.3931261016293157e-06
NM_001004452,OR1J4,8.546009486986219e-07,1.0186705915367949e-06,7.54570808545774e-06,3.240410270491817e-06
NM_080859,OR1K1,1.1462346434432876e-06,1.378585697550228e-06,1.0211745907779466e-05,4.625940047661598e-06
NM_001005236,OR1L1,8.951021488897214e-07,1.0691380066382252e-06,7.91954078991278e-06,3.027610480923128e-06
NM_001005234,OR1L3,9.965949115531205e-07,1.102893985853616e-06,8.169585080397155e-06,2.95665056508294e-06
NM_001005235,OR1L4,8.093504259324021e-07,1.0686457637427536e-06,7.915894546242618e-06,3.134007273083861e-06
NM_001004453,OR1L6,8.857408266125835e-07,1.1421779414187872e-06,8.460577343842868e-06,3.252370400952974e-06
NM_001004454,OR1L8,9.167037584799146e-07,1.164484650987198e-06,8.6258122295348e-06,3.3783138992905777e-06
NM_001004456,OR1M1,9.125796486495126e-07,1.3431786143638392e-06,9.94947121750992e-06,4.601506077890584e-06
NM_012363,OR1N1,9.878020097407677e-07,1.2174013205111093e-06,9.01778755934155e-06,3.815926491189337e-06
NM_001004457,OR1N2,9.229313093751386e-07,1.1434936796239806e-06,8.470323552770226e-06,3.55959018006083e-06
NM_012364,OR1Q1,8.560653934520194e-07,1.1296236297799577e-06,8.367582442814502e-06,3.2077462061340712e-06
NM_001004458,OR1S1,8.819719893994674e-07,1.055683584525821e-06,7.81987840389497e-06,3.461784268375584e-06
NM_001004459,OR1S2,8.84874801063902e-07,1.0568996850775688e-06,7.828886556130138e-06,3.447466065731491e-06
NM_001005287,OR2A1,9.195659233812171e-07,1.2247114227953705e-06,9.071936465150893e-06,4.4750717204765615e-06
NM_001004135,OR2A12,8.829542176485751e-07,1.0664334738033515e-06,7.899507213358159e-06,3.482571166386543e-06
NM_001001659,OR2A14,9.416036039514904e-07,1.1951812422415945e-06,8.853194386974773e-06,3.885974979543936e-06
NM_001005480,OR2A2,9.908853532145747e-07,1.073084121164777e-06,7.948771267887236e-06,3.4363706414906146e-06
NM_001004488,OR2A25,9.346573135154531e-07,1.0262041544241726e-06,7.60151225499387e-06,3.4190070790206966e-06
NM_030908,OR2A4,9.570082720102555e-07,1.1888683583643863e-06,8.806432284180638e-06,4.1889000700278245e-06
NM_001001802,OR2A42,9.490795555762772e-07,1.243465580855367e-06,9.2108561544842e-06,4.512321133443373e-06
NM_012365,OR2A5,9.239783069972577e-07,1.0867603087458849e-06,8.050076361080629e-06,3.6551061999238827e-06
NM_001005328,OR2A7,9.332327917639833e-07,1.1500951406785381e-06,8.519223264285466e-06,4.1181295051385265e-06
NM_001005276,OR2AE1,1.108361691300517e-06,1.1650210394854096e-06,8.629785477669701e-06,3.3884415613920275e-06
